datetime,temperature,humidity,wind_speed,hour,day_of_week,is_holiday,power_zone1
2017-01-01 15:00:00,15.64,57.26,0.077,15,6,1,29571.64557
2017-01-01 15:10:00,15.69,57.96,0.074,15,6,1,29553.41772
2017-01-01 15:20:00,15.69,58.93,0.075,15,6,1,29383.29114
2017-01-01 15:30:00,15.6,58.7,0.073,15,6,1,29061.26582
2017-01-01 15:40:00,15.39,57.6,0.075,15,6,1,28885.06329
2017-01-01 15:50:00,15.34,58.7,0.075,15,6,1,28854.68354
2017-01-01 16:00:00,15.33,59.23,0.077,16,6,1,28836.4557
2017-01-01 16:10:00,15.48,57.46,0.074,16,6,1,28708.86076
2017-01-01 16:20:00,15.54,58.3,0.076,16,6,1,28556.96203
2017-01-01 16:30:00,15.53,58.8,0.077,16,6,1,28514.43038
2017-01-01 16:40:00,15.48,57.73,0.075,16,6,1,28666.32911
2017-01-01 16:50:00,15.47,58.23,0.077,16,6,1,29097.72152
2017-01-01 17:00:00,15.44,59.07,0.076,17,6,1,29723.5443
2017-01-01 17:10:00,15.35,59.3,0.077,17,6,1,30871.89873
2017-01-01 17:20:00,15.34,59.0,0.079,17,6,1,32700.75949
2017-01-01 17:30:00,15.11,59.53,0.076,17,6,1,35793.41772
2017-01-01 17:40:00,14.93,60.83,0.077,17,6,1,38321.01266
2017-01-01 17:50:00,14.71,61.87,0.086,17,6,1,39129.11392
2017-01-01 18:00:00,14.48,63.27,0.08,18,6,1,39560.50633
2017-01-01 18:10:00,14.29,63.94,0.078,18,6,1,39517.97468
2017-01-01 18:20:00,14.09,64.87,0.078,18,6,1,39596.96203
2017-01-01 18:30:00,13.89,66.11,0.076,18,6,1,39469.36709
2017-01-01 18:40:00,13.79,66.74,0.076,18,6,1,39682.02532
2017-01-01 18:50:00,13.54,66.71,0.076,18,6,1,39888.60759
2017-01-01 19:00:00,12.51,68.35,0.077,19,6,1,39991.89873
2017-01-01 19:10:00,12.06,70.2,0.078,19,6,1,40210.63291
2017-01-01 19:20:00,11.75,70.7,0.079,19,6,1,40216.70886
2017-01-01 19:30:00,11.61,70.7,0.077,19,6,1,40435.44304
2017-01-01 19:40:00,11.5,70.6,0.078,19,6,1,40514.43038
2017-01-01 19:50:00,11.43,70.7,0.076,19,6,1,40544.81013
2017-01-01 20:00:00,11.42,71.2,0.076,20,6,1,40283.5443
2017-01-01 20:10:00,11.69,71.1,0.078,20,6,1,40216.70886
2017-01-01 20:20:00,12.05,69.82,0.077,20,6,1,40477.97468
2017-01-01 20:30:00,11.87,69.98,0.076,20,6,1,40611.64557
2017-01-01 20:40:00,11.61,71.2,0.078,20,6,1,40435.44304
2017-01-01 20:50:00,11.5,72.0,0.078,20,6,1,40204.55696
2017-01-01 21:00:00,11.43,72.0,0.075,21,6,1,39584.81013
2017-01-01 21:10:00,11.29,72.2,0.075,21,6,1,39274.93671
2017-01-01 21:20:00,11.49,73.1,0.077,21,6,1,39141.26582
2017-01-01 21:30:00,12.24,70.1,0.077,21,6,1,38643.03797
2017-01-01 21:40:00,11.84,68.78,0.074,21,6,1,38011.13924
2017-01-01 21:50:00,12.2,68.78,0.074,21,6,1,37622.27848
2017-01-01 22:00:00,13.1,65.44,0.074,22,6,1,36953.92405
2017-01-01 22:10:00,13.2,63.84,0.074,22,6,1,36394.93671
2017-01-01 22:20:00,13.18,63.97,0.075,22,6,1,35289.11392
2017-01-01 22:30:00,12.64,66.77,0.072,22,6,1,34438.48101
2017-01-01 22:40:00,12.39,68.04,0.074,22,6,1,33678.98734
2017-01-01 22:50:00,12.24,69.18,0.077,22,6,1,33077.46835
2017-01-01 23:00:00,12.11,69.94,0.074,23,6,1,32117.46835
2017-01-01 23:10:00,12.07,70.7,0.076,23,6,1,31357.97468
2017-01-01 23:20:00,11.99,70.8,0.075,23,6,1,30701.77215
2017-01-01 23:30:00,11.32,74.7,0.075,23,6,1,29681.01266
2017-01-01 23:40:00,11.37,74.8,0.074,23,6,1,28830.37975
2017-01-01 23:50:00,11.41,74.1,0.076,23,6,1,27748.86076
2017-01-02 00:00:00,11.01,75.8,0.076,0,0,0,26703.79747
2017-01-02 00:10:00,10.74,77.3,0.078,0,0,0,26169.11392
2017-01-02 00:20:00,10.47,78.2,0.078,0,0,0,25622.27848
2017-01-02 00:30:00,10.31,79.2,0.076,0,0,0,24972.1519
2017-01-02 00:40:00,10.63,79.3,0.079,0,0,0,24437.46835
2017-01-02 00:50:00,10.84,78.4,0.073,0,0,0,23914.93671
2017-01-02 01:00:00,10.94,78.1,0.074,1,0,0,23629.36709
2017-01-02 01:10:00,11.12,77.9,0.073,1,0,0,23118.98734
2017-01-02 01:20:00,11.02,77.5,0.081,1,0,0,22736.20253
2017-01-02 01:30:00,10.5,78.9,0.076,1,0,0,22049.62025
2017-01-02 01:40:00,10.22,79.8,0.078,1,0,0,21855.18987
2017-01-02 01:50:00,10.42,81.3,0.075,1,0,0,21685.06329
2017-01-02 02:00:00,10.86,80.0,0.076,2,0,0,21533.16456
2017-01-02 02:10:00,11.17,77.3,0.077,2,0,0,21107.8481
2017-01-02 02:20:00,11.1,75.6,0.077,2,0,0,20986.32911
2017-01-02 02:30:00,11.14,75.0,0.081,2,0,0,20725.06329
2017-01-02 02:40:00,11.21,75.2,0.077,2,0,0,20889.11392
2017-01-02 02:50:00,10.71,77.4,0.079,2,0,0,20433.41772
2017-01-02 03:00:00,10.7,77.7,0.079,3,0,0,20372.65823
2017-01-02 03:10:00,10.58,78.6,0.075,3,0,0,20135.6962
2017-01-02 03:20:00,10.59,79.5,0.078,3,0,0,20129.62025
2017-01-02 03:30:00,10.68,79.4,0.079,3,0,0,20117.46835
2017-01-02 03:40:00,10.52,79.8,0.076,3,0,0,20087.08861
2017-01-02 03:50:00,10.34,80.6,0.078,3,0,0,19740.75949
2017-01-02 04:00:00,10.18,81.7,0.079,4,0,0,19831.89873
2017-01-02 04:10:00,10.41,82.3,0.074,4,0,0,19989.87342
2017-01-02 04:20:00,10.41,81.4,0.078,4,0,0,20166.07595
2017-01-02 04:30:00,10.39,81.5,0.074,4,0,0,20214.68354
2017-01-02 04:40:00,10.16,81.9,0.075,4,0,0,20141.77215
2017-01-02 04:50:00,9.97,82.8,0.077,4,0,0,20056.70886
2017-01-02 05:00:00,10.03,83.8,0.08,5,0,0,20257.21519
2017-01-02 05:10:00,9.98,83.0,0.078,5,0,0,20500.25316
2017-01-02 05:20:00,9.74,82.8,0.081,5,0,0,20712.91139
2017-01-02 05:30:00,9.54,83.7,0.078,5,0,0,20810.12658
2017-01-02 05:40:00,9.53,83.9,0.072,5,0,0,21041.01266
2017-01-02 05:50:00,9.56,84.1,0.073,5,0,0,21709.36709
2017-01-02 06:00:00,9.58,84.5,0.075,6,0,0,22742.27848
2017-01-02 06:10:00,9.44,84.1,0.075,6,0,0,22948.86076
2017-01-02 06:20:00,9.4,84.4,0.077,6,0,0,23258.73418
2017-01-02 06:30:00,9.38,84.6,0.076,6,0,0,23471.39241
2017-01-02 06:40:00,9.16,84.7,0.077,6,0,0,23653.67089
2017-01-02 06:50:00,9.06,85.6,0.076,6,0,0,23769.11392
2017-01-02 07:00:00,9.17,85.8,0.078,7,0,0,23380.25316
2017-01-02 07:10:00,9.46,86.2,0.076,7,0,0,23033.92405
2017-01-02 07:20:00,9.74,85.4,0.072,7,0,0,22803.03797
2017-01-02 07:30:00,9.8,84.4,0.077,7,0,0,23082.53165
2017-01-02 07:40:00,9.58,83.9,0.079,7,0,0,22803.03797
2017-01-02 07:50:00,9.51,83.7,0.082,7,0,0,22268.35443
2017-01-02 08:00:00,9.44,83.2,0.084,8,0,0,22742.27848
2017-01-02 08:10:00,9.18,82.5,0.083,8,0,0,23526.07595
2017-01-02 08:20:00,8.96,83.4,0.083,8,0,0,24340.25316
2017-01-02 08:30:00,8.71,83.9,0.081,8,0,0,24881.01266
2017-01-02 08:40:00,8.52,85.1,0.081,8,0,0,25190.88608
2017-01-02 08:50:00,8.43,85.4,0.079,8,0,0,25531.13924
2017-01-02 09:00:00,8.44,85.9,0.08,9,0,0,25980.75949
2017-01-02 09:10:00,8.69,86.7,0.079,9,0,0,23495.6962
2017-01-02 09:20:00,9.02,86.7,0.082,9,0,0,23629.36709
2017-01-02 09:30:00,9.17,86.9,0.079,9,0,0,24006.07595
2017-01-02 09:40:00,10.48,87.0,0.079,9,0,0,24771.64557
2017-01-02 09:50:00,11.13,83.5,0.08,9,0,0,25148.35443
2017-01-02 10:00:00,11.68,81.7,0.08,10,0,0,25518.98734
2017-01-02 10:10:00,12.22,78.0,0.075,10,0,0,25695.18987
2017-01-02 10:20:00,12.61,74.8,0.076,10,0,0,26351.39241
2017-01-02 10:30:00,13.07,72.7,0.075,10,0,0,26667.34177
2017-01-02 10:40:00,13.61,70.2,0.077,10,0,0,26794.93671
2017-01-02 10:50:00,14.0,69.22,0.077,10,0,0,27281.01266
2017-01-02 11:00:00,14.55,64.11,0.077,11,0,0,27645.56962
2017-01-02 11:10:00,14.94,58.46,0.077,11,0,0,27773.16456
2017-01-02 11:20:00,15.08,57.23,0.076,11,0,0,27894.68354
2017-01-02 11:30:00,15.18,55.83,0.076,11,0,0,28532.65823
2017-01-02 11:40:00,15.28,56.49,0.075,11,0,0,28818.22785
2017-01-02 11:50:00,15.27,55.93,0.076,11,0,0,28684.55696
2017-01-02 12:00:00,15.21,55.69,0.077,12,0,0,28939.74684
2017-01-02 12:10:00,15.18,57.2,0.078,12,0,0,29152.40506
2017-01-02 12:20:00,15.11,57.86,0.074,12,0,0,29674.93671
2017-01-02 12:30:00,15.1,58.33,0.076,12,0,0,29826.83544
2017-01-02 12:40:00,15.26,58.8,0.076,12,0,0,29905.82278
2017-01-02 12:50:00,15.15,60.87,0.075,12,0,0,29990.88608
2017-01-02 13:00:00,15.23,60.53,0.076,13,0,0,29966.58228
2017-01-02 13:10:00,15.22,60.2,0.077,13,0,0,29881.51899
2017-01-02 13:20:00,15.22,59.83,0.076,13,0,0,29760.0
2017-01-02 13:30:00,15.33,59.16,0.076,13,0,0,29292.1519
2017-01-02 13:40:00,15.41,58.13,0.076,13,0,0,29140.25316
2017-01-02 13:50:00,15.43,58.0,0.077,13,0,0,28872.91139
2017-01-02 14:00:00,15.56,56.03,0.075,14,0,0,28672.40506
2017-01-02 14:10:00,15.59,55.73,0.075,14,0,0,28502.27848
2017-01-02 14:20:00,15.47,56.29,0.077,14,0,0,28684.55696
2017-01-02 14:30:00,15.55,55.99,0.074,14,0,0,28617.72152
2017-01-02 14:40:00,15.57,56.53,0.076,14,0,0,28635.94937
2017-01-02 14:50:00,15.64,55.35,0.077,14,0,0,28556.96203
2017-01-02 15:00:00,15.59,55.76,0.077,15,0,0,28721.01266
2017-01-02 15:10:00,15.58,57.03,0.077,15,0,0,28696.70886
2017-01-02 15:20:00,15.49,57.19,0.075,15,0,0,29049.11392
2017-01-02 15:30:00,15.45,57.86,0.075,15,0,0,29255.6962
2017-01-02 15:40:00,15.36,57.72,0.075,15,0,0,29012.65823
2017-01-02 15:50:00,15.38,58.02,0.074,15,0,0,29091.64557
2017-01-02 16:00:00,15.37,58.59,0.077,16,0,0,29030.88608
2017-01-02 16:10:00,15.23,59.76,0.077,16,0,0,29267.8481
2017-01-02 16:20:00,15.23,61.12,0.075,16,0,0,29480.50633
2017-01-02 16:30:00,15.24,61.63,0.075,16,0,0,30161.01266
2017-01-02 16:40:00,15.19,61.72,0.075,16,0,0,31011.64557
2017-01-02 16:50:00,15.17,61.76,0.077,16,0,0,31029.87342
2017-01-02 17:00:00,15.22,59.95,0.076,17,0,0,32390.88608
2017-01-02 17:10:00,15.17,61.92,0.076,17,0,0,33685.06329
2017-01-02 17:20:00,15.02,62.32,0.076,17,0,0,35659.74684
2017-01-02 17:30:00,14.9,61.82,0.079,17,0,0,38187.34177
2017-01-02 17:40:00,14.81,61.79,0.078,17,0,0,40648.10127
2017-01-02 17:50:00,14.68,62.05,0.079,17,0,0,41565.56962
2017-01-02 18:00:00,14.54,64.02,0.074,18,0,0,41644.55696
2017-01-02 18:10:00,14.38,64.55,0.077,18,0,0,41814.68354
2017-01-02 18:20:00,14.23,65.55,0.076,18,0,0,41766.07595
2017-01-02 18:30:00,14.11,65.79,0.081,18,0,0,41753.92405
2017-01-02 18:40:00,14.03,66.72,0.074,18,0,0,41808.60759
2017-01-02 18:50:00,13.95,67.52,0.074,18,0,0,41699.24051
2017-01-02 19:00:00,13.87,68.59,0.075,19,0,0,41280.0
2017-01-02 19:10:00,13.74,69.46,0.074,19,0,0,41583.79747
2017-01-02 19:20:00,13.55,69.9,0.076,19,0,0,41851.13924
2017-01-02 19:30:00,13.43,69.86,0.076,19,0,0,41608.10127
2017-01-02 19:40:00,13.35,69.86,0.076,19,0,0,41395.44304
2017-01-02 19:50:00,13.2,70.5,0.076,19,0,0,41273.92405
2017-01-02 20:00:00,13.42,68.89,0.073,20,0,0,40939.74684
2017-01-02 20:10:00,13.55,68.12,0.077,20,0,0,41249.62025
2017-01-02 20:20:00,13.42,68.52,0.075,20,0,0,41316.4557
2017-01-02 20:30:00,13.3,69.03,0.075,20,0,0,41182.78481
2017-01-02 20:40:00,13.33,68.72,0.076,20,0,0,41061.26582
2017-01-02 20:50:00,13.45,68.59,0.075,20,0,0,40830.37975
2017-01-02 21:00:00,13.47,66.99,0.074,21,0,0,40830.37975
2017-01-02 21:10:00,13.29,66.99,0.075,21,0,0,40356.4557
2017-01-02 21:20:00,13.15,66.42,0.078,21,0,0,39797.46835
2017-01-02 21:30:00,13.03,66.62,0.074,21,0,0,39116.96203
2017-01-02 21:40:00,12.93,67.29,0.076,21,0,0,38564.05063
2017-01-02 21:50:00,12.88,67.46,0.075,21,0,0,38102.27848
2017-01-02 22:00:00,12.86,67.76,0.074,22,0,0,37792.40506
2017-01-02 22:10:00,12.87,67.96,0.075,22,0,0,37117.97468
2017-01-02 22:20:00,12.92,68.52,0.074,22,0,0,36218.73418
2017-01-02 22:30:00,12.96,68.62,0.075,22,0,0,35191.89873
2017-01-02 22:40:00,12.88,69.33,0.075,22,0,0,34754.43038
2017-01-02 22:50:00,12.77,69.86,0.075,22,0,0,33909.87342
2017-01-02 23:00:00,12.82,70.1,0.075,23,0,0,32785.82278
2017-01-02 23:10:00,12.75,70.4,0.071,23,0,0,31916.96203
2017-01-02 23:20:00,12.54,71.5,0.077,23,0,0,30252.1519
2017-01-02 23:30:00,12.23,72.9,0.077,23,0,0,29346.83544
2017-01-02 23:40:00,12.19,72.8,0.077,23,0,0,28593.41772
2017-01-02 23:50:00,12.31,72.6,0.072,23,0,0,27779.24051
2017-01-03 00:00:00,12.08,74.0,0.076,0,1,0,26661.26582
2017-01-03 00:10:00,12.16,74.0,0.072,0,1,0,26150.88608
2017-01-03 00:20:00,12.07,74.1,0.074,0,1,0,25433.92405
2017-01-03 00:30:00,11.48,76.8,0.077,0,1,0,24947.8481
2017-01-03 00:40:00,11.45,77.7,0.074,0,1,0,24540.75949
2017-01-03 00:50:00,11.8,76.6,0.076,0,1,0,23884.55696
2017-01-03 01:00:00,12.23,75.1,0.074,1,1,0,23422.78481
2017-01-03 01:10:00,12.39,71.0,0.078,1,1,0,23222.27848
2017-01-03 01:20:00,12.42,71.4,0.077,1,1,0,22766.58228
2017-01-03 01:30:00,12.4,71.5,0.075,1,1,0,22365.56962
2017-01-03 01:40:00,11.84,73.4,0.079,1,1,0,22098.22785
2017-01-03 01:50:00,11.51,73.0,0.076,1,1,0,21946.32911
2017-01-03 02:00:00,11.35,73.6,0.081,2,1,0,21691.13924
2017-01-03 02:10:00,11.27,73.8,0.077,2,1,0,21575.6962
2017-01-03 02:20:00,11.33,74.5,0.073,2,1,0,21502.78481
2017-01-03 02:30:00,11.44,75.0,0.078,2,1,0,21332.65823
2017-01-03 02:40:00,12.26,75.5,0.076,2,1,0,21059.24051
2017-01-03 02:50:00,13.08,70.9,0.076,2,1,0,21065.31646
2017-01-03 03:00:00,12.78,71.8,0.078,3,1,0,20980.25316
2017-01-03 03:10:00,12.34,73.2,0.076,3,1,0,20931.64557
2017-01-03 03:20:00,12.2,73.8,0.072,3,1,0,20658.22785
2017-01-03 03:30:00,12.04,74.7,0.077,3,1,0,20226.83544
2017-01-03 03:40:00,11.96,74.9,0.077,3,1,0,20220.75949
2017-01-03 03:50:00,11.92,75.2,0.077,3,1,0,20330.12658
2017-01-03 04:00:00,11.85,75.1,0.083,4,1,0,20202.53165
2017-01-03 04:10:00,11.66,75.5,0.084,4,1,0,19989.87342
2017-01-03 04:20:00,11.55,76.1,0.077,4,1,0,19989.87342
2017-01-03 04:30:00,11.6,75.1,0.081,4,1,0,20087.08861
2017-01-03 04:40:00,11.17,77.8,0.076,4,1,0,20129.62025
2017-01-03 04:50:00,10.83,78.5,0.076,4,1,0,20299.74684
2017-01-03 05:00:00,10.74,78.6,0.077,5,1,0,20390.88608
2017-01-03 05:10:00,10.57,80.3,0.081,5,1,0,20500.25316
2017-01-03 05:20:00,10.49,80.3,0.08,5,1,0,20755.44304
2017-01-03 05:30:00,10.69,81.6,0.078,5,1,0,20986.32911
2017-01-03 05:40:00,11.22,80.0,0.076,5,1,0,21454.17722
2017-01-03 05:50:00,11.36,77.9,0.077,5,1,0,22122.53165
2017-01-03 06:00:00,11.44,77.5,0.079,6,1,0,22954.93671
2017-01-03 06:10:00,11.49,76.7,0.073,6,1,0,23605.06329
2017-01-03 06:20:00,11.33,76.8,0.075,6,1,0,24255.18987
2017-01-03 06:30:00,11.16,77.3,0.082,6,1,0,24656.20253
2017-01-03 06:40:00,10.89,77.5,0.082,6,1,0,24552.91139
2017-01-03 06:50:00,10.27,80.2,0.078,6,1,0,24607.59494
2017-01-03 07:00:00,10.15,80.8,0.08,7,1,0,24534.68354
2017-01-03 07:10:00,10.0,81.6,0.077,7,1,0,24662.27848
2017-01-03 07:20:00,9.9,81.5,0.076,7,1,0,24534.68354
2017-01-03 07:30:00,9.67,81.6,0.08,7,1,0,24151.89873
2017-01-03 07:40:00,9.27,81.5,0.08,7,1,0,23811.64557
2017-01-03 07:50:00,9.03,81.8,0.079,7,1,0,23532.1519
2017-01-03 08:00:00,8.85,82.7,0.082,8,1,0,23884.55696
2017-01-03 08:10:00,8.68,83.1,0.083,8,1,0,24522.53165
2017-01-03 08:20:00,8.54,83.7,0.078,8,1,0,24874.93671
2017-01-03 08:30:00,8.38,84.9,0.081,8,1,0,25251.64557
2017-01-03 08:40:00,8.5,84.9,0.079,8,1,0,25871.39241
2017-01-03 08:50:00,8.48,85.7,0.082,8,1,0,26466.83544
2017-01-03 09:00:00,8.4,85.3,0.082,9,1,0,27135.18987
2017-01-03 09:10:00,8.51,85.5,0.083,9,1,0,27997.97468
2017-01-03 09:20:00,8.8,85.0,0.084,9,1,0,28107.34177
2017-01-03 09:30:00,9.09,84.1,0.081,9,1,0,28417.21519
2017-01-03 09:40:00,9.62,84.5,0.082,9,1,0,29085.56962
2017-01-03 09:50:00,10.89,85.9,0.085,9,1,0,29383.29114
2017-01-03 10:00:00,12.43,83.3,0.079,10,1,0,30057.72152
2017-01-03 10:10:00,13.02,77.5,0.084,10,1,0,30756.4557
2017-01-03 10:20:00,13.38,74.4,0.078,10,1,0,30932.65823
2017-01-03 10:30:00,13.64,73.2,0.079,10,1,0,31272.91139
2017-01-03 10:40:00,13.88,72.2,0.084,10,1,0,31844.05063
2017-01-03 10:50:00,14.16,72.3,0.081,10,1,0,32281.51899
2017-01-03 11:00:00,14.54,69.24,0.084,11,1,0,32749.36709
2017-01-03 11:10:00,14.75,67.1,0.078,11,1,0,32974.17722
2017-01-03 11:20:00,14.87,66.57,0.08,11,1,0,33004.55696
2017-01-03 11:30:00,15.0,65.1,0.083,11,1,0,33217.21519
2017-01-03 11:40:00,15.08,64.4,0.079,11,1,0,33332.65823
2017-01-03 11:50:00,15.18,64.23,0.077,11,1,0,33113.92405
2017-01-03 12:00:00,15.28,64.43,0.074,12,1,0,33168.60759
2017-01-03 12:10:00,15.19,63.6,0.074,12,1,0,33751.89873
2017-01-03 12:20:00,15.18,64.77,0.075,12,1,0,34019.24051
2017-01-03 12:30:00,15.21,65.33,0.076,12,1,0,34116.4557
2017-01-03 12:40:00,15.31,64.2,0.074,12,1,0,34468.86076
2017-01-03 12:50:00,15.35,63.13,0.073,12,1,0,34468.86076
2017-01-03 13:00:00,15.43,62.93,0.073,13,1,0,34341.26582
2017-01-03 13:10:00,15.39,62.9,0.074,13,1,0,33964.55696
2017-01-03 13:20:00,15.41,62.83,0.074,13,1,0,33502.78481
2017-01-03 13:30:00,15.57,62.7,0.077,13,1,0,33302.27848
2017-01-03 13:40:00,15.37,63.4,0.076,13,1,0,33356.96203
2017-01-03 13:50:00,15.49,63.46,0.075,13,1,0,33271.89873
2017-01-03 14:00:00,15.57,63.7,0.073,14,1,0,32627.8481
2017-01-03 14:10:00,15.48,63.76,0.075,14,1,0,32694.68354
2017-01-03 14:20:00,15.36,64.16,0.073,14,1,0,32366.58228
2017-01-03 14:30:00,15.35,64.19,0.074,14,1,0,32269.36709
